Folio CEEEY,Sexo,Modalidad,Turno,Grado,Matemáticas, Español, Ciencias Naturales
122807,M,General,Matutino,6,Medio,Medio,Avanzado
122808,M,General,Matutino,6,Medio,Medio,Avanzado
122823,H,General,Matutino,6,Medio,Medio,Avanzado
42985,M,General,Matutino,4,Medio,Medio,Avanzado
43027,M,General,Matutino,4,Medio,Medio,Avanzado
69751,H,General,Matutino,4,Medio,Medio,Avanzado
69770,M,General,Matutino,4,Medio,Medio,Avanzado
69815,M,General,Matutino,4,Medio,Medio,Avanzado
69819,H,General,Matutino,4,Medio,Medio,Avanzado
69828,M,General,Matutino,4,Medio,Medio,Avanzado
69837,M,General,Matutino,4,Medio,Medio,Avanzado
69838,H,General,Matutino,4,Medio,Medio,Avanzado
69840,M,General,Matutino,4,Medio,Medio,Avanzado
69855,H,General,Matutino,4,Medio,Medio,Avanzado
70641,H,General,Matutino,4,Medio,Medio,Avanzado
70675,H,General,Matutino,4,Medio,Medio,Avanzado
70678,M,General,Matutino,4,Medio,Medio,Avanzado
70686,M,General,Matutino,4,Medio,Medio,Avanzado
70688,M,General,Matutino,4,Medio,Medio,Avanzado
70700,M,General,Matutino,4,Medio,Medio,Avanzado
118708,H,General,Matutino,6,Medio,Medio,Avanzado
118730,M,General,Matutino,6,Medio,Medio,Avanzado
118763,M,General,Matutino,6,Medio,Medio,Avanzado
144003,H,General,Matutino,6,Medio,Medio,Avanzado
144147,M,General,Matutino,6,Medio,Medio,Avanzado
144149,H,General,Matutino,6,Medio,Medio,Avanzado
144187,H,General,Matutino,6,Medio,Medio,Avanzado
144198,H,General,Matutino,6,Medio,Medio,Avanzado
38569,M,Indígena,Matutino,4,Medio,Medio,Avanzado
70153,H,General,Matutino,4,Medio,Medio,Avanzado
144431,H,General,Matutino,6,Medio,Medio,Avanzado
144470,M,General,Matutino,6,Medio,Medio,Avanzado
38097,H,Indígena,Matutino,4,Medio,Medio,Avanzado
38106,H,Indígena,Matutino,4,Medio,Medio,Avanzado
38114,M,Indígena,Matutino,4,Medio,Medio,Avanzado
41999,H,General,Matutino,4,Medio,Medio,Avanzado
42007,M,General,Matutino,4,Medio,Medio,Avanzado
42008,H,General,Matutino,4,Medio,Medio,Avanzado
47243,H,General,Matutino,4,Medio,Medio,Avanzado
70295,H,General,Matutino,4,Medio,Medio,Avanzado
70313,H,General,Matutino,4,Medio,Medio,Avanzado
70333,H,General,Matutino,4,Medio,Medio,Avanzado
85667,H,General,Matutino,5,Medio,Medio,Avanzado
85677,H,General,Matutino,5,Medio,Medio,Avanzado
85719,M,General,Matutino,5,Medio,Medio,Avanzado
117812,M,General,Matutino,6,Medio,Medio,Avanzado
122720,M,General,Matutino,6,Medio,Medio,Avanzado
144562,M,General,Matutino,6,Medio,Medio,Avanzado
144577,H,General,Matutino,6,Medio,Medio,Avanzado
144603,M,General,Matutino,6,Medio,Medio,Avanzado
144607,H,General,Matutino,6,Medio,Medio,Avanzado
91612,H,General,Matutino,5,Inicial,Medio,Avanzado
139806,M,General,Matutino,6,Inicial,Medio,Avanzado
68363,H,General,Matutino,4,Inicial,Medio,Avanzado
143465,M,General,Matutino,6,Inicial,Medio,Avanzado
115297,M,Indígena,Matutino,6,Avanzado,Medio,Avanzado
38224,M,Indígena,Matutino,4,Avanzado,Medio,Avanzado
38537,M,Indígena,Matutino,4,Avanzado,Medio,Avanzado
38548,H,Indígena,Matutino,4,Avanzado,Medio,Avanzado
77167,M,Indígena,Matutino,5,Avanzado,Medio,Avanzado
77176,M,Indígena,Matutino,5,Avanzado,Medio,Avanzado
38616,M,Indígena,Matutino,4,Avanzado,Medio,Avanzado
51234,M,General,Matutino,4,Avanzado,Medio,Avanzado
51239,M,General,Matutino,4,Avanzado,Medio,Avanzado
52711,M,General,Matutino,4,Avanzado,Medio,Avanzado
65386,H,General,Matutino,4,Avanzado,Medio,Avanzado
89558,M,General,Matutino,5,Avanzado,Medio,Avanzado
91613,H,General,Matutino,5,Avanzado,Medio,Avanzado
103280,M,General,Matutino,5,Avanzado,Medio,Avanzado
103285,H,General,Matutino,5,Avanzado,Medio,Avanzado
103311,M,General,Matutino,5,Avanzado,Medio,Avanzado
126262,H,General,Matutino,6,Avanzado,Medio,Avanzado
139666,M,General,Matutino,6,Avanzado,Medio,Avanzado
87007,M,General,Matutino,5,Avanzado,Medio,Avanzado
103418,M,General,Matutino,5,Avanzado,Medio,Avanzado
123871,H,General,Matutino,6,Avanzado,Medio,Avanzado
46492,H,General,Matutino,4,Avanzado,Medio,Avanzado
46517,H,General,Matutino,4,Avanzado,Medio,Avanzado
68543,M,General,Matutino,4,Avanzado,Medio,Avanzado
68545,M,General,Matutino,4,Avanzado,Medio,Avanzado
68548,H,General,Matutino,4,Avanzado,Medio,Avanzado
68553,H,General,Matutino,4,Avanzado,Medio,Avanzado
68554,H,General,Matutino,4,Avanzado,Medio,Avanzado
68556,H,General,Matutino,4,Avanzado,Medio,Avanzado
68558,H,General,Matutino,4,Avanzado,Medio,Avanzado
68561,H,General,Matutino,4,Avanzado,Medio,Avanzado
68563,H,General,Matutino,4,Avanzado,Medio,Avanzado
68565,M,General,Matutino,4,Avanzado,Medio,Avanzado
68569,M,General,Matutino,4,Avanzado,Medio,Avanzado
68570,M,General,Matutino,4,Avanzado,Medio,Avanzado
68596,H,General,Matutino,4,Avanzado,Medio,Avanzado
82066,M,General,Matutino,5,Avanzado,Medio,Avanzado
95448,H,General,Matutino,5,Avanzado,Medio,Avanzado
106405,H,General,Matutino,5,Avanzado,Medio,Avanzado
106411,H,General,Matutino,5,Avanzado,Medio,Avanzado
106419,H,General,Matutino,5,Avanzado,Medio,Avanzado
106424,M,General,Matutino,5,Avanzado,Medio,Avanzado
131984,H,General,Matutino,6,Avanzado,Medio,Avanzado
142713,M,General,Matutino,6,Avanzado,Medio,Avanzado
62096,M,General,Matutino,4,Avanzado,Medio,Avanzado
62117,M,General,Matutino,4,Avanzado,Medio,Avanzado
62121,H,General,Matutino,4,Avanzado,Medio,Avanzado
62129,H,General,Matutino,4,Avanzado,Medio,Avanzado
69094,H,General,Matutino,4,Avanzado,Medio,Avanzado
100133,H,General,Matutino,5,Avanzado,Medio,Avanzado
143400,H,General,Matutino,6,Avanzado,Medio,Avanzado
143422,M,General,Matutino,6,Avanzado,Medio,Avanzado
143441,M,General,Matutino,6,Avanzado,Medio,Avanzado
143452,H,General,Matutino,6,Avanzado,Medio,Avanzado
47362,H,General,Matutino,4,Avanzado,Medio,Avanzado
69566,H,General,Matutino,4,Avanzado,Medio,Avanzado
83318,M,General,Matutino,5,Avanzado,Medio,Avanzado
120401,H,General,Matutino,6,Avanzado,Medio,Avanzado
122800,M,General,Matutino,6,Avanzado,Medio,Avanzado
122811,M,General,Matutino,6,Avanzado,Medio,Avanzado
122812,H,General,Matutino,6,Avanzado,Medio,Avanzado
143799,M,General,Matutino,6,Avanzado,Medio,Avanzado
143890,M,General,Matutino,6,Avanzado,Medio,Avanzado
69688,M,General,Matutino,4,Avanzado,Medio,Avanzado
69697,H,General,Matutino,4,Avanzado,Medio,Avanzado
69701,M,General,Matutino,4,Avanzado,Medio,Avanzado
69710,H,General,Matutino,4,Avanzado,Medio,Avanzado
69722,M,General,Matutino,4,Avanzado,Medio,Avanzado
69764,M,General,Matutino,4,Avanzado,Medio,Avanzado
69916,H,General,Matutino,4,Avanzado,Medio,Avanzado
70664,H,General,Matutino,4,Avanzado,Medio,Avanzado
70676,M,General,Matutino,4,Avanzado,Medio,Avanzado
107679,M,General,Matutino,5,Avanzado,Medio,Avanzado
107768,H,General,Matutino,5,Avanzado,Medio,Avanzado
118731,H,General,Matutino,6,Avanzado,Medio,Avanzado
144057,H,General,Matutino,6,Avanzado,Medio,Avanzado
144148,H,General,Matutino,6,Avanzado,Medio,Avanzado
144183,M,General,Matutino,6,Avanzado,Medio,Avanzado
144190,H,General,Matutino,6,Avanzado,Medio,Avanzado
144970,M,General,Matutino,6,Avanzado,Medio,Avanzado
70152,M,General,Matutino,4,Avanzado,Medio,Avanzado
70164,H,General,Matutino,4,Avanzado,Medio,Avanzado
70171,M,General,Matutino,4,Avanzado,Medio,Avanzado
108037,H,General,Matutino,5,Avanzado,Medio,Avanzado
108040,H,General,Matutino,5,Avanzado,Medio,Avanzado
108043,M,General,Matutino,5,Avanzado,Medio,Avanzado
108054,M,General,Matutino,5,Avanzado,Medio,Avanzado
41991,M,General,Matutino,4,Avanzado,Medio,Avanzado
41992,H,General,Matutino,4,Avanzado,Medio,Avanzado
41995,M,General,Matutino,4,Avanzado,Medio,Avanzado
42002,H,General,Matutino,4,Avanzado,Medio,Avanzado
42013,M,General,Matutino,4,Avanzado,Medio,Avanzado
47259,H,General,Matutino,4,Avanzado,Medio,Avanzado
85672,H,General,Matutino,5,Avanzado,Medio,Avanzado
85673,H,General,Matutino,5,Avanzado,Medio,Avanzado
85678,M,General,Matutino,5,Avanzado,Medio,Avanzado
85681,H,General,Matutino,5,Avanzado,Medio,Avanzado
85696,M,General,Matutino,5,Avanzado,Medio,Avanzado
85703,H,General,Matutino,5,Avanzado,Medio,Avanzado
85708,H,General,Matutino,5,Avanzado,Medio,Avanzado
108146,H,General,Matutino,5,Avanzado,Medio,Avanzado
122719,M,General,Matutino,6,Avanzado,Medio,Avanzado
144551,H,General,Matutino,6,Avanzado,Medio,Avanzado
144568,H,General,Matutino,6,Avanzado,Medio,Avanzado
144573,M,General,Matutino,6,Avanzado,Medio,Avanzado
144579,H,General,Matutino,6,Avanzado,Medio,Avanzado
144611,M,General,Matutino,6,Avanzado,Medio,Avanzado
65383,M,General,Matutino,4,Avanzado,Medio,Inicial
139668,M,General,Matutino,6,Inicial,Medio,Inicial
10752,H,General,Matutino,3,Inicial,Medio,Inicial
26846,M,General,Matutino,3,Medio,Medio,Inicial
126817,H,General,Matutino,6,Medio,Medio,Inicial
139811,M,General,Matutino,6,Inicial,Medio,Inicial
18979,H,General,Matutino,3,Medio,Medio,Inicial
29832,M,General,Matutino,3,Medio,Medio,Inicial
142885,M,General,Matutino,6,Medio,Medio,Inicial
23660,M,General,Matutino,3,Medio,Medio,Inicial
129842,H,General,Matutino,6,Medio,Medio,Inicial
130170,M,General,Matutino,6,Inicial,Medio,Inicial
15754,M,General,Matutino,3,Medio,Medio,Inicial
47392,M,General,Matutino,4,Inicial,Medio,Inicial
143775,M,General,Matutino,6,Inicial,Medio,Inicial
31099,H,General,Matutino,3,Inicial,Medio,Inicial
47231,M,General,Matutino,4,Medio,Medio,Inicial
132039,M,General,Matutino,6,Inicial,Medio,Inicial
91599,H,General,Matutino,5,Inicial,Medio,Medio
106266,M,General,Matutino,5,Inicial,Medio,Medio
106402,H,General,Matutino,5,Inicial,Medio,Medio
679,H,Indígena,Matutino,3,Inicial,Medio,Medio
31101,M,General,Matutino,3,Inicial,Medio,Medio
144172,M,General,Matutino,6,Inicial,Medio,Medio
144583,M,General,Matutino,6,Inicial,Medio,Medio
77866,M,Indígena,Matutino,5,Avanzado,Medio,Medio
114395,H,Indígena,Matutino,6,Avanzado,Medio,Medio
114409,H,Indígena,Matutino,6,Avanzado,Medio,Medio
77168,H,Indígena,Matutino,5,Avanzado,Medio,Medio
77169,H,Indígena,Matutino,5,Avanzado,Medio,Medio
114698,M,Indígena,Matutino,6,Avanzado,Medio,Medio
1681,M,Indígena,Matutino,3,Avanzado,Medio,Medio
1711,H,Indígena,Matutino,3,Avanzado,Medio,Medio
38590,H,Indígena,Matutino,4,Avanzado,Medio,Medio
15196,M,General,Matutino,3,Avanzado,Medio,Medio
26730,H,General,Matutino,3,Avanzado,Medio,Medio
52718,H,General,Matutino,4,Avanzado,Medio,Medio
52725,H,General,Matutino,4,Avanzado,Medio,Medio
52966,M,General,Matutino,4,Avanzado,Medio,Medio
53262,M,General,Matutino,4,Avanzado,Medio,Medio
53294,M,General,Matutino,4,Avanzado,Medio,Medio
65387,H,General,Matutino,4,Avanzado,Medio,Medio
65388,M,General,Matutino,4,Avanzado,Medio,Medio
65397,M,General,Matutino,4,Avanzado,Medio,Medio
89574,M,General,Matutino,5,Avanzado,Medio,Medio
103291,M,General,Matutino,5,Avanzado,Medio,Medio
103294,M,General,Matutino,5,Avanzado,Medio,Medio
103307,M,General,Matutino,5,Avanzado,Medio,Medio
127700,H,General,Matutino,6,Avanzado,Medio,Medio
10725,H,General,Matutino,3,Avanzado,Medio,Medio
13722,M,General,Matutino,3,Avanzado,Medio,Medio
13726,H,General,Matutino,3,Avanzado,Medio,Medio
13732,H,General,Matutino,3,Avanzado,Medio,Medio
13742,H,General,Matutino,3,Avanzado,Medio,Medio
48539,H,General,Matutino,4,Avanzado,Medio,Medio
85286,M,General,Matutino,5,Avanzado,Medio,Medio
90126,H,General,Matutino,5,Avanzado,Medio,Medio
103402,M,General,Matutino,5,Avanzado,Medio,Medio
122323,H,General,Matutino,6,Avanzado,Medio,Medio
5853,M,General,Matutino,3,Avanzado,Medio,Medio
8779,M,General,Matutino,3,Avanzado,Medio,Medio
18938,H,General,Matutino,3,Avanzado,Medio,Medio
18942,H,General,Matutino,3,Avanzado,Medio,Medio
18955,M,General,Matutino,3,Avanzado,Medio,Medio
29642,H,General,Matutino,3,Avanzado,Medio,Medio
29648,M,General,Matutino,3,Avanzado,Medio,Medio
29694,H,General,Matutino,3,Avanzado,Medio,Medio
43457,M,General,Matutino,4,Avanzado,Medio,Medio
43461,M,General,Matutino,4,Avanzado,Medio,Medio
43464,H,General,Matutino,4,Avanzado,Medio,Medio
46493,M,General,Matutino,4,Avanzado,Medio,Medio
46497,M,General,Matutino,4,Avanzado,Medio,Medio
46499,M,General,Matutino,4,Avanzado,Medio,Medio
46501,M,General,Matutino,4,Avanzado,Medio,Medio
46509,M,General,Matutino,4,Avanzado,Medio,Medio
46512,H,General,Matutino,4,Avanzado,Medio,Medio
68373,M,General,Matutino,4,Avanzado,Medio,Medio
68574,H,General,Matutino,4,Avanzado,Medio,Medio
68575,H,General,Matutino,4,Avanzado,Medio,Medio
68576,H,General,Matutino,4,Avanzado,Medio,Medio
68580,H,General,Matutino,4,Avanzado,Medio,Medio
68584,M,General,Matutino,4,Avanzado,Medio,Medio
68586,H,General,Matutino,4,Avanzado,Medio,Medio
68587,M,General,Matutino,4,Avanzado,Medio,Medio
68589,H,General,Matutino,4,Avanzado,Medio,Medio
68591,M,General,Matutino,4,Avanzado,Medio,Medio
68592,H,General,Matutino,4,Avanzado,Medio,Medio
68593,M,General,Matutino,4,Avanzado,Medio,Medio
68594,H,General,Matutino,4,Avanzado,Medio,Medio
68597,H,General,Matutino,4,Avanzado,Medio,Medio
68602,M,General,Matutino,4,Avanzado,Medio,Medio
68604,H,General,Matutino,4,Avanzado,Medio,Medio
95390,H,General,Matutino,5,Avanzado,Medio,Medio
106218,M,General,Matutino,5,Avanzado,Medio,Medio
106264,M,General,Matutino,5,Avanzado,Medio,Medio
106410,M,General,Matutino,5,Avanzado,Medio,Medio
106416,M,General,Matutino,5,Avanzado,Medio,Medio
106417,M,General,Matutino,5,Avanzado,Medio,Medio
106430,M,General,Matutino,5,Avanzado,Medio,Medio
119177,H,General,Matutino,6,Avanzado,Medio,Medio
119183,H,General,Matutino,6,Avanzado,Medio,Medio
142897,M,General,Matutino,6,Avanzado,Medio,Medio
17145,M,General,Matutino,3,Avanzado,Medio,Medio
17146,H,General,Matutino,3,Avanzado,Medio,Medio
17147,H,General,Matutino,3,Avanzado,Medio,Medio
17150,M,General,Matutino,3,Avanzado,Medio,Medio
17151,M,General,Matutino,3,Avanzado,Medio,Medio
17165,M,General,Matutino,3,Avanzado,Medio,Medio
93649,M,General,Matutino,5,Avanzado,Medio,Medio
100124,H,General,Matutino,5,Avanzado,Medio,Medio
106952,M,General,Matutino,5,Avanzado,Medio,Medio
106971,M,General,Matutino,5,Avanzado,Medio,Medio
106972,M,General,Matutino,5,Avanzado,Medio,Medio
106985,H,General,Matutino,5,Avanzado,Medio,Medio
143444,H,General,Matutino,6,Avanzado,Medio,Medio
143515,H,General,Matutino,6,Avanzado,Medio,Medio
7194,H,General,Matutino,3,Avanzado,Medio,Medio
15765,H,General,Matutino,3,Avanzado,Medio,Medio
44769,M,General,Matutino,4,Avanzado,Medio,Medio
53901,M,General,Matutino,4,Avanzado,Medio,Medio
83312,H,General,Matutino,5,Avanzado,Medio,Medio
83329,H,General,Matutino,5,Avanzado,Medio,Medio
83331,M,General,Matutino,5,Avanzado,Medio,Medio
83333,M,General,Matutino,5,Avanzado,Medio,Medio
92234,H,General,Matutino,5,Avanzado,Medio,Medio
107305,M,General,Matutino,5,Avanzado,Medio,Medio
107321,H,General,Matutino,5,Avanzado,Medio,Medio
107348,M,General,Matutino,5,Avanzado,Medio,Medio
107467,M,General,Matutino,5,Avanzado,Medio,Medio
5425,H,General,Matutino,3,Avanzado,Medio,Medio
31020,M,General,Matutino,3,Avanzado,Medio,Medio
31023,H,General,Matutino,3,Avanzado,Medio,Medio
31035,H,General,Matutino,3,Avanzado,Medio,Medio
31037,H,General,Matutino,3,Avanzado,Medio,Medio
31138,H,General,Matutino,3,Avanzado,Medio,Medio
31164,M,General,Matutino,3,Avanzado,Medio,Medio
42988,H,General,Matutino,4,Avanzado,Medio,Medio
42997,H,General,Matutino,4,Avanzado,Medio,Medio
69728,M,General,Matutino,4,Avanzado,Medio,Medio
69732,M,General,Matutino,4,Avanzado,Medio,Medio
69743,M,General,Matutino,4,Avanzado,Medio,Medio
69758,M,General,Matutino,4,Avanzado,Medio,Medio
81600,M,General,Matutino,5,Avanzado,Medio,Medio
81610,M,General,Matutino,5,Avanzado,Medio,Medio
107643,H,General,Matutino,5,Avanzado,Medio,Medio
107678,M,General,Matutino,5,Avanzado,Medio,Medio
107762,H,General,Matutino,5,Avanzado,Medio,Medio
108551,H,General,Matutino,5,Avanzado,Medio,Medio
108593,H,General,Matutino,5,Avanzado,Medio,Medio
118718,M,General,Matutino,6,Avanzado,Medio,Medio
144004,M,General,Matutino,6,Avanzado,Medio,Medio
144014,H,General,Matutino,6,Avanzado,Medio,Medio
70165,H,General,Matutino,4,Avanzado,Medio,Medio
70199,M,General,Matutino,4,Avanzado,Medio,Medio
108002,H,General,Matutino,5,Avanzado,Medio,Medio
108029,M,General,Matutino,5,Avanzado,Medio,Medio
108038,M,General,Matutino,5,Avanzado,Medio,Medio
9497,M,General,Matutino,3,Avanzado,Medio,Medio
19065,M,General,Matutino,3,Avanzado,Medio,Medio
41989,M,General,Matutino,4,Avanzado,Medio,Medio
70279,H,General,Matutino,4,Avanzado,Medio,Medio
70303,M,General,Matutino,4,Avanzado,Medio,Medio
80568,M,General,Matutino,5,Avanzado,Medio,Medio
85691,M,General,Matutino,5,Avanzado,Medio,Medio
85700,M,General,Matutino,5,Avanzado,Medio,Medio
85714,H,General,Matutino,5,Avanzado,Medio,Medio
95501,M,General,Matutino,5,Avanzado,Medio,Medio
95502,H,General,Matutino,5,Avanzado,Medio,Medio
95512,M,General,Matutino,5,Avanzado,Medio,Medio
95517,H,General,Matutino,5,Avanzado,Medio,Medio
95525,M,General,Matutino,5,Avanzado,Medio,Medio
108149,H,General,Matutino,5,Avanzado,Medio,Medio
117804,M,General,Matutino,6,Avanzado,Medio,Medio
122717,H,General,Matutino,6,Avanzado,Medio,Medio
122728,H,General,Matutino,6,Avanzado,Medio,Medio
122734,M,General,Matutino,6,Avanzado,Medio,Medio
122740,H,General,Matutino,6,Avanzado,Medio,Medio
769,M,Indígena,Matutino,3,Medio,Medio,Medio
1050,M,Indígena,Matutino,3,Medio,Medio,Medio
1052,M,Indígena,Matutino,3,Medio,Medio,Medio
1063,M,Indígena,Matutino,3,Medio,Medio,Medio
38529,M,Indígena,Matutino,4,Medio,Medio,Medio
114695,H,Indígena,Matutino,6,Medio,Medio,Medio
1468,H,Indígena,Matutino,3,Medio,Medio,Medio
1682,M,Indígena,Matutino,3,Medio,Medio,Medio
114700,M,Indígena,Matutino,6,Medio,Medio,Medio
829,M,Indígena,Matutino,3,Medio,Medio,Medio
38084,M,Indígena,Matutino,4,Medio,Medio,Medio
76739,M,Indígena,Matutino,5,Medio,Medio,Medio
76953,M,Indígena,Matutino,5,Medio,Medio,Medio
114266,H,Indígena,Matutino,6,Medio,Medio,Medio
114293,M,Indígena,Matutino,6,Medio,Medio,Medio
114303,M,Indígena,Matutino,6,Medio,Medio,Medio
114484,M,Indígena,Matutino,6,Medio,Medio,Medio
114509,M,Indígena,Matutino,6,Medio,Medio,Medio
114513,M,Indígena,Matutino,6,Medio,Medio,Medio
51253,M,General,Matutino,4,Medio,Medio,Medio
51267,H,General,Matutino,4,Medio,Medio,Medio
52705,M,General,Matutino,4,Medio,Medio,Medio
52709,M,General,Matutino,4,Medio,Medio,Medio
52712,H,General,Matutino,4,Medio,Medio,Medio
52715,M,General,Matutino,4,Medio,Medio,Medio
52719,M,General,Matutino,4,Medio,Medio,Medio
52722,H,General,Matutino,4,Medio,Medio,Medio
52753,H,General,Matutino,4,Medio,Medio,Medio
52971,M,General,Matutino,4,Medio,Medio,Medio
52972,M,General,Matutino,4,Medio,Medio,Medio
53277,M,General,Matutino,4,Medio,Medio,Medio
65361,M,General,Matutino,4,Medio,Medio,Medio
89555,M,General,Matutino,5,Medio,Medio,Medio
91028,H,General,Matutino,5,Medio,Medio,Medio
91041,M,General,Matutino,5,Medio,Medio,Medio
103292,M,General,Matutino,5,Medio,Medio,Medio
126282,M,General,Matutino,6,Medio,Medio,Medio
127703,M,General,Matutino,6,Medio,Medio,Medio
127943,M,General,Matutino,6,Medio,Medio,Medio
127945,H,General,Matutino,6,Medio,Medio,Medio
128226,H,General,Matutino,6,Medio,Medio,Medio
128243,M,General,Matutino,6,Medio,Medio,Medio
139665,H,General,Matutino,6,Medio,Medio,Medio
139688,H,General,Matutino,6,Medio,Medio,Medio
52663,H,General,Matutino,4,Medio,Medio,Medio
65518,H,General,Matutino,4,Medio,Medio,Medio
103415,M,General,Matutino,5,Medio,Medio,Medio
123864,H,General,Matutino,6,Medio,Medio,Medio
123865,H,General,Matutino,6,Medio,Medio,Medio
123882,M,General,Matutino,6,Medio,Medio,Medio
139794,H,General,Matutino,6,Medio,Medio,Medio
